,いじめた,いじめら,いそうだ,いそうら,うかすら,うきこと,うきでか,うきにた,うじゃうじ,うだから,うだよぼ,うところ,うとしな,うとする,うとすれ,うとびく,うはかっ,うはへな,うまけた,うまぼろ,うよばか,うよもそ,うらはら,うらふく,うろぼろ,えんごく,えんじん,えんどろ,おいがた,おいしく,おいとこ,おいまじ,おちかた,おちこん,おちつけ,かすがや,かすこと,かたかん,かたくり,かたしく,かたねと,かたぶく,かたむく,かためら,かちでか,かったっ,かったど,かったら,かってく,かっぷつ,かっぷる,かつくど,からうろ,からきこ,からくら,からくり,からこそ,からこん,からすた,からすべ,からする,からどーん,からのお,からのそ,からはき,からはっ,からふわ,からべと,からぼん,からぽた,からもさ,かりうき,かりがさ,かりがみ,かりきり,かりのし,かーぺん,がくうき,がたかす,がたくさ,がたのし,がちぎり,がちくっ,がつけた,がつけば,がぶつか,がみつけ,がやくた,がらすい,がらすか,がらふつ,がらぽつん,がりのお,がりばか,がんばら,がんばり,きしめた,きしめら,きらめき,きんしっ,きーぱー,きーびし,きーぼー,ぎりばか,くさかっ,くさがく,くしゃぼん,くすから,くすきー,くすくら,くすこと,くたぎり,くだから,くだけた,くっきり,くったっ,くつのし,くらがつ,くらこと,くらすか,くりする,くること,くるでれ,くんする,くんとく,ぐいけば,ぐさめら,ぐつけろ,ぐらうん,ぐるしく,けたかっ,けたこと,げたこと,げたすー,こそすれ,ことから,ことがつ,ことくら,ことぐら,ことこそ,ことさら,ことしな,ことすら,ことだら,ことはた,ことばか,ことばた,こともた,こともや,こりする,ころから,ころがつ,ころこそ,ころすべ,ころのお,ころへと,ころぼそ,こんかす,こんがり,こんくり,こんとろ,ごそうか,ごとしげ,ざわつか,ざわめき,ざーぐー,ざーびー,しおでこ,しくしな,しくする,しこうか,しこころ,しこわい,しっかり,しっくり,しなかっ,しながら,しなくちゃ,しなこと,しゃんぱん,しゃんぷー,しゅんかん,しーがつ,じめにた,じゅーしー,すいとこ,すくりーん,すたさら,すべなみ,すべのし,するから,すること,するなよ,すれがち,すれぐさ,すればき,ずらくん,せかいちゃ,せかけた,たっくさ,たったら,たっぷり,たらしく,たらちっ,たらぶる,だらけた,だらしな,ちかから,ちかづけ,ちょこちょい,ちらしな,つかがや,つかたど,つかめそ,つけてく,つけぶり,つらかっ,つらから,つらきし,つらくさ,つらしと,つらふつ,つんこつん,てかばん,てくりーん,てくるん,でかがや,でこころ,でこちら,でれとろ,とげざら,とこころ,とことん,とろぬく,どかしく,どきしな,どきする,どきふら,どしゃぶり,どたばた,どやめた,どろおど,どんぐり,どんちか,どんぶら,なみのお,にこなみ,にたへた,ぬくもり,ぬめぐり,ねばかた,のおちゃら,のおばか,のおばさ,のおばち,のおもさ,のしかた,のしばし,のそのし,はきづか,はっきり,はっぴー,はらから,ばしする,ばしばか,ばたかす,ばたくた,ばたふら,ばらがみ,ばらしな,ばんぐん,ばんぶつ,ぱっきー,ぱーとん,ひくしお,ひしばか,ひそふら,ひたすら,ひたぶる,ひらから,ひらりひら,びしくっ,びしょびし,びたかっ,びたこと,びーぶる,ぴくしー,ぴちゃぽちゃ,ぴりおど,ぴんとく,ぴーかー,ふかきち,ふかのお,ふかぶか,ふがつら,ふくから,ふさぎこ,ふらさわ,ふわりふわ,ふんころ,ふんどし,ぶつかっ,ぶつかり,ぶつけた,ぶらうん,ぶらりゆら,ぶること,ぶーばん,ぷりがた,ぷりつか,へとちり,べたかっ,べたちょこ,べりずき,ぺっとぼ,ほかにこ,ぼやけた,ぼろしな,ぽかのお,ぽくする,ぽつりとこ,ぽつんぽつ,まちくた,まるくす,まること,まるごと,まるじめ,まるでこ,まるとこ,まるばか,みしがり,むらじと,むんがん,めたかっ,めたから,めたこと,めたつけ,めたばか,めらわな,もおべん,もおゆる,もくのし,もさゆる,もじしな,もそうだ,もぞする,もたくさ,もたのし,もたびた,ゆらりゆら,よたのし,よろしく,りんすた,りんぴっ,りーんちり,わいから,わいくっ,わいこと,わいてく,わいとく,わいぱー,わくする,わなかっ,わんばか,わーすら
N4180EYline_info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['腰を下ろしたときには空は暗くなっているけど、そのまま満点にきらめく星たちを見上げながらすいかを一口。'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['ちりーんちりーんと合わせたように鳴る風鈴', 'ちりーんちりーん']",,,,,,,,,,
N0585EKline_info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['お空からふわふわした\u3000真っ白な雪'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4080EPline_info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['\u3000僕のこれからはきっと辛く苦しいものだろう。それは今までの僕が貯めたつけの代償。ただ生きるだけでも精一杯。でもきっと僕は目を背けて、嘘をついて生きていく。'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['\u3000僕のこれからはきっと辛く苦しいものだろう。それは今までの僕が貯めたつけの代償。ただ生きるだけでも精一杯。でもきっと僕は目を背けて、嘘をついて生きていく。'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
N6301EGline_info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['見ているだけじゃだめ\u3000行動しなくちゃ'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4174EWline_info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['しっかり\u3000歩く\u3000ようようむ'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N5058EJline_info,,,,,,,,,['\u3000だってほら、くりすますといえば、無駄に明るいいるみねーしょん、かっぷるでうじゃうじゃ歩き回わる、頭の緩いりあ充（偏見）、そして、大抵の過程で食べるであろう一年に一度の七面鳥。――ほら、完全に『くりすますに付け込んで儲けてる方々』のにやにや顔が浮かんでくるじゃないですか。どうせ、そこら中ひしめくかっぷる達も、舞い散る雪を見ながら「俺達も、べっとに真っ白なげれんでつくろうな」とかほざいているのでしょうし……あ、自分が非りあだからといってこじらせてる訳じゃないですよ。どうせ、今、りあ充を目の敵にしても、将来自分がその立場になったら、道行く人に『死ね！』と呟かれるのでしょうから、妬んでも仕方ないです。\n'],,,['\u3000……が、しかし、そうでないなら別です。あなたは何のためにくりすますを祝うのですか？\u3000きりすとを信じてる訳でもなく、自分が何のために、やれ「くりすますだ！」とか、やれ「めりーくりすます！」と叫んでいるのかも分からずに、ただ「明日はくりすますらしいから、祝っとこう」みたいな風潮に疑問も抱かない……こういうところがやっぱり『日本』なんですよね。重大な事件が起きても、直ぐに訂正が入れば、「そうらしいからそうなんだろう」と簡単に受け入れ、追求しなければいけないものを、次々と舞い込んでくる情報に押し流されたからといって放置する。『受け身』で『鵜呑み』な国民性には、ほどほど嫌気がさしますね。……その『なぁなぁ主義』で、日本が転覆でもすれば、少しはその自主性のなさに気付くのでしょうけれど。\n'],['\u3000自分が変わろうとしなければ絶対に変わることなど出来ない。\n'],['\u3000『可哀そう』だとか『何とかしてあげなくちゃ』とか、そういう無責任なことは考えてないです。けど、少しでも理解しようとすることは出来るはずだから。\n'],,,,,,,,,,,,,,['\u3000えんどろーるに名前は見つからない。\n'],,,,,,,,,,,,,,,,,,,,,"['\u3000絶えず私に向かってくる。\n', '\u3000冬の聖夜に二人の心は遠ざかってく。\n']",,"['\u3000だってほら、くりすますといえば、無駄に明るいいるみねーしょん、かっぷるでうじゃうじゃ歩き回わる、頭の緩いりあ充（偏見）、そして、大抵の過程で食べるであろう一年に一度の七面鳥。――ほら、完全に『くりすますに付け込んで儲けてる方々』のにやにや顔が浮かんでくるじゃないですか。どうせ、そこら中ひしめくかっぷる達も、舞い散る雪を見ながら「俺達も、べっとに真っ白なげれんでつくろうな」とかほざいているのでしょうし……あ、自分が非りあだからといってこじらせてる訳じゃないですよ。どうせ、今、りあ充を目の敵にしても、将来自分がその立場になったら、道行く人に『死ね！』と呟かれるのでしょうから、妬んでも仕方ないです。\n', '\u3000だってほら、くりすますといえば、無駄に明るいいるみねーしょん、かっぷるでうじゃうじゃ歩き回わる、頭の緩いりあ充（偏見）、そして、大抵の過程で食べるであろう一年に一度の七面鳥。――ほら、完全に『くりすますに付け込んで儲けてる方々』のにやにや顔が浮かんでくるじゃないですか。どうせ、そこら中ひしめくかっぷる達も、舞い散る雪を見ながら「俺達も、べっとに真っ白なげれんでつくろうな」とかほざいているのでしょうし……あ、自分が非りあだからといってこじらせてる訳じゃないですよ。どうせ、今、りあ充を目の敵にしても、将来自分がその立場になったら、道行く人に『死ね！』と呟かれるのでしょうから、妬んでも仕方ないです。\n']",['\u3000元気よく答えたのは、くらすめいとの飯田君。くらす一のおばかさんです。飯田君は、くらすで一番早く答えられたことが嬉しかったのか、どや顔でした。……むかつくどや顔でした。\n'],,,,,"['\u3000だからこそ大切なものがある。\n', '\u3000でも、だからこそ、二人で座ることはできないのかな。\n']",,['\u3000帳消しにして、そこからすたーと。\n'],,,,,,,,,,['\u3000ぼくは教室の窓からぼんやりと空を眺めながら、何度もそんなことを考えたことがある。\n'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['\u3000彼らに続くように、次々とくらすから声が上がっていきます。\n'],,,,,,,,,,,,,,,,,,,['\u3000誰しも平等。それはどうやったって嘘だけど、誰かに手を差し伸べることぐらいは出来るはず。\n'],,,,"['\u3000言葉も好きじゃない、何も好きじゃない。考えることすら一人で出来ない。\n', '\u3000寄りかかることすら私は出来ない。\n']",,,['\u3000頭が痛いことばかり。\n'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['\u3000どこか他人事に、聞こえてくる声を聞き流しながら。\n'],,,,,,,,,,,,,,,"['\u3000拒絶することは簡単だ。\n', '\u3000これが拒絶することの対価。\n', '\u3000それでも人が人を理解することは出来なくて、\n', '\u3000他人の視線を気にすることない『私』。\n']",,,,,,,,,,,,['\u3000｜傍《はた》から見たらちっぽけな恋。\n'],,['\u3000だらけた毎日。\n'],['\u3000先生は飯田君を誉めます。飯田君はにへらとだらしなく表情を崩して笑います。\n'],,,,,,,,,,,,,,,,"['\u3000かつんこつん、かつんこつん。\n', '\u3000かつんこつん、かつんこつん。\n', '\u3000かつんこつん、かつんこつん。\n', '\u3000かつんこつん、かつんこつん。\n', '\u3000かつんこつん、かつんこつん……\n', '\u3000かつんこつん、かつんこつん……\n', '\u3000かつんこつん、かつんこつん……\n', '\u3000かつんこつん、かつんこつん……\n', '\u3000かつんこつん、かつんこつん……\n', '\u3000かつんこつん、かつんこつん……\n']",,,,,,,,,,['\u3000授業眠い時って、とことん眠いですよね笑。\n'],,,,,,,,,,,,,,,,,,,,['\u3000元気よく答えたのは、くらすめいとの飯田君。くらす一のおばかさんです。飯田君は、くらすで一番早く答えられたことが嬉しかったのか、どや顔でした。……むかつくどや顔でした。\n'],,,,,,,,['\u3000曖昧ではっきりとしない気持ちだったけど、確かに僕はあなたに恋をしていた。\n'],,,,,,,,,,,,,,,,,"['\u3000深海にも似た真っ暗な闇の中、ただひたすらに歩き続ける。\n', '\u3000怨みを、妬みをただひたすらに刻み込んでいく。\n', '\u3000足を止めずに、ひたすらに前へ。\n', '\u3000ひたすらに前へ。\n']",,,,,,,,,,,,,,,,,,,,,,,,,,['\u3000この手首を今すぐにでも切り落として消えてしまいたくもあったし、抑え切れない憤怒を他人にぶつけたくもあった。\n'],,"['\u3000広い海で、ぶらりゆらゆら。\n', '\u3000ぶらりゆらゆら。\n', '\u3000ぶらりゆらゆら。\n']",,,,,,,,,,,['\u3000ぼやけた景色は何も語らない。\n'],,,,,,,,,,,,,,,,,,['\u3000それは、変わるきっかけをくれた『あの人達』を裏切らないように生きるとその時に決めたから。\n'],,,,,,,,,,['「それもそうだね」\n'],,,,,"['\u3000波に流され、ゆらりゆらゆら。\n', '\u3000ゆらりゆらゆら。\n', '\u3000ゆらりゆらゆら。\n']",,,,,,,,,,,,,,,
N2289ETline_info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['大丈夫  わかったら'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3738EVline_info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['野菜さらだ、ぱすたさらだ、'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N9260EIline_info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['きーびしーいの〜'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['たっくさんつっくるの'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N5159DZline_info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['だからこそ続いていく。繰り返す物語。'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['飾らない気持ちで電子の筆をとりきーぼーどを叩いた。いつからか、他人の評価を気にして画面を叩いた。'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N0222EHline_info,,,"['夢みた恋が叶いそうだ\n', '消えてしまいそうだ\n']",,,,,,,,,,,"['移り変わろうとする時間を見上げて立ち止まると微笑みが次第に広がっていく\n', '僕を守ろうとする健気な姿愛しい女よ、愛しい女よ\n', '夢うつつを許してくれる 降りた階段を上ろうとする幼児の無垢な笑顔と体を抱抱き抱えて階段から離そうとする母親の笑顔\n', '夢うつつを許してくれる 降りた階段を上ろうとする幼児の無垢な笑顔と体を抱抱き抱えて階段から離そうとする母親の笑顔\n', '歩いて断ち切ろうとするより、\n', '振り切ろうとするより、\n', '引き離そうとするなよ\n', '蛇口に顔を寄せて、水を飲もうとする君の美しい横顔が崇高に見えた。\n']",,,,,,,,,,,,,,,,,,,,,,,"['夜明けまで語り明かすこと僕の愛する、愛しい女よ\n', '自分を生かすこと\n']",,,,,,,,['はんかちでかばんや服\n'],,['悲しいことの方が多かったどちらかと言うと辛く苦しい事の方が多かったかな\n'],['良かったら、\n'],"['いいかい？\u3000分かってくれ僕は君より先に死ぬよ\n', '君は分かってくれるはず\n']",,"['この詩は、昨日の夕方午後５時頃に見た若いかっぷるからいんすぴれーしょんを受けています。詳しくは話せませんが、女の子の目線をいめーじして書いてみました。\n', 'あるかっぷるがいた\n', '老夫婦、若いかっぷるだらけのすけーとりんく\n']",,,,,,"['だからこそ今を生きよう！僕らには愛しかないんだよ愛以外は全部、嘘、偽り\n', '君は愛を生き抜いてきたからこそ、深みのある顔つきをしていて、周りの誰もが君に見惚れて振り返るんだ。\n']",,,['朝からすべてが重い\n'],,,,,,,,,,,,,,,,,['かーぺんたーずの\n'],,,"['君を想う時間がたくさんあるから幸せなんだよ\n', '車の中で聞いた編集したCDには聞き慣れた音楽がたくさんあった\n']",,,['僕は胸がちくっとした\n'],,,,,,,,,['冷えきったこーひーを飲みながらぽつんと彼女を待つ２０分も遅れている\n'],,,,,"['強く抱きしめたくなるよ\n', '［＃中見出し］強く抱きしめたい［＃中見出し終わり］\n', '抱きしめたい\n', '僕は君を抱きしめた\n', '君を抱きしめたくなる\n', '強く抱きしめたい\n', '君を抱きしめたかった\n', '君を抱きしめたい\n', '君を抱きしめたい\n', '強く抱きしめたい\n', '大事に抱きしめたい\n', '夢の中で強く抱きしめたい強く強く君を抱きしめたい\n', '夢の中で強く抱きしめたい強く強く君を抱きしめたい\n', 'もっと好きになっていくよ強く抱きしめたくもなる\n', '心配するから抱きしめたい\n', '君を抱きしめたい\n', '優しく抱きしめたい\n', '君を抱きしめたいと叫ぶ心\n', 'あの娘を抱きしめたい\n', '抱きしめたいよ\n']",,,['すきんしっぷも、\n'],,,,,,,,,,,,,,,,,,,,,,,,,['とくんとくんと鳴るから\n'],['駆け引きなしで愛に真っ直ぐいけば良いのさ！\n'],,,,,"['何度も話し掛けたかったよ貴方は振り返りもせずに、先へ先へと行ってしまった\n', '誰よりも熱くて可愛かった言葉を掛けたかったけど\n']","['ある女の子が去ってしまったけど、１番、忘れられない思い出は、優しい声で囁き続けたことだと思う。彼女は幸せだったと思いたい。\n', '僕と君は遠く離れて生きている。初めての出逢い、君を知ったのは、偶然、街で君の写真を見かけたことが始まりだった。僕は写真の前で暫く佇み、静かに君を見つめていた。『なんて素敵な女性なんだろう？』と心から思ったよ。\n']",,,,,,,,,,,,,,"['素晴らしいことばかりだ\n', '貴方のことばかりで、\n']",,,['やりたいこともやれずに死んでいく人が多すぎるから\n'],,,,,,,,,,,,,['どうやってやり過ごそうかもうどうしようもないけど忘れたくない激しい想い\n'],,,['微かなざわめき\u3000夢の片隅砕けた願いが、\n'],,,['君は鞄からはんかちを出しおでこと首筋の汗を拭いてしばらく放心していた\n'],,['もっと優しくするよ\n'],,,,"['二人は交わす言葉もなく、ただお互いに心の温もりをしっかりと感じている\n', 'しっかりと食べよう\n']",,['初めて会ったような気がしなかったんだ\n'],"['汗を吹き出しながら、\n', '奮闘しながら血を流す\n', '涙を流しながら、\n', '君が洗濯や料理をしながら楽しそうに鼻歌を歌う姿\n', '水溜まりをじゃんぷしながら彼女が走ってきた\n', '鳥が翼を広げて青い空を旋回しながら微笑んでいた訳を知りたいと切望しながら、君は明日への自由を信じて夢見ていた。\n', '鳥が翼を広げて青い空を旋回しながら微笑んでいた訳を知りたいと切望しながら、君は明日への自由を信じて夢見ていた。\n']",,,,['彼女のしゃんぷーの匂いに汗ばんだしゃつから石鹸の香りに胸が高鳴っていく\n'],,,,,,,,,,['心配するから抱きしめたい\n'],"['愛することを絶対に恐れてはいけないんだ\n', '恋することは絶対に素晴らしいし、素敵な魔法です！\n', '一応、次に浮かんだ「な」にした場合だと、流れが弱くなるために、すぐ却下にして、最終的に浮かんだ、「に」にすることで詩が落ち着いた感じになりました。\n', '愛することが大事なんだ。愛を躊躇うことなく見つめていくんだ。\n', '恋をすると、とにかく周りはうるさくなる。恋をした者同士の世界に踏み込むことはできない。時には周りと激しい喧嘩をすることもあります。まわりの妙な僻みや妬みでね(笑)、罵りや暴言から守るためには、愛する女を背後に隠して立ちはだかるんだよ！愛する女のために戦って生きるんだよ！\n', '君が愛することの意味を\n', '愛することが真実の愛\n', '恋することで寂しくなる\n', '愛することが大切だよ！\n', '愛したりすることを\n']",['心配そうな顔をするなよ\n'],,,,,,,,,['免疫力を上げるよーぐると野菜をたっぷり食べる\n'],,,,,,,,['僕の太陽みたいな存在で、可愛い笑顔が堪らなくて、たまにおっちょこちょいで突っ走るのが心配だけど\n'],,,,,,,,,,,,,,,,['大事になってくるんだ\n'],,,,,,,,,['もどかしくて、優しいのは\n'],,,,,,,,,,,,,,"['２人の愛のぬくもり\n', '愛のぬくもりを感じている苦悩の日々を乗り越えれた君は僕を信じてくれた\n', '雨の中を二人で歩いた愛の記憶や思い出を風化させないために、愛のぬくもりを、愛の記憶を蘇らせるために、詩人は雨の中を歩いたのだ。詩人が雨の中で詩を読み上げたのだ。それは久々に訪れた優しい時間と幸せ。「愛しい君を愛するために僕は生まれてきた。君に出会うために僕は今まで孤独を生きてきた」と詩人は呟きながら涙を浮かべていた。\n', '［＃中見出し］めりー・くりすます〜愛のぬくもりを感じながら〜［＃中見出し終わり］\n', '愛のぬくもりを感じながら恋人たちは愛の言葉を囁き優しいきすを交わした後に切ない気持ちを抑えて\n', '愛のぬくもりを感じながら輝いた風に包まれて星空を見上げている\n', '愛のぬくもりを感じながら愛しい女と\n', 'ぬくもりを感じて\n', '差し出した手のぬくもり\n']",,,['僕のおちゃらけは、\n'],,,['行き交う人は四季を満喫中何か視界に割り込んできた掃除のおばちゃん\n'],,,,,,,"['［＃中見出し］１２月３１日〜はっぴー・にゅー・いやー〜［＃中見出し終わり］\n', '大晦日＆はっぴー・にゅー・いやー！LOVEを込めて。世界が平和でありますようにと愛で溢れますように！\n', 'はっぴー・にゅー・いやー願えば希望が叶うんだよ\n', 'はっぴー・にゅー・いやー\n', 'はっぴー・にゅー・いやー新たな心で愛を迎えたい\n', 'はっぴー・にゅー・いやー希望を胸に愛しあおう！\n', 'はっぴー・にゅー・いやー\n', 'はっぴー・くりすます！\n', '［＃中見出し］はっぴーえんど［＃中見出し終わり］\n']",,,,,,,,,,,,['みにー・りぱーとんの\n'],,,,"['君をひたすら考えている\n', '夢中になってひたすら話続けた\n', 'ひたすら君の元を\n', '言葉が詩人を呼び止るのをひたすら期待をして待つ\n', 'ひたすら「君が好きだよ」と言いっぱなしでしつこく思うかもしれないけれど\n']",,['僕を抱き寄せた君の手のひらから伝わる寂しさと孤独僕は涙が止まらなくり\n'],,,,['愛していると言いたかった愛していると伝えたかった愛していると叫びたかった\n'],,,,,,,['僕は静かに泣き止み店内のすぴーかーから流れる歌に聞き耳を立てた時の無言の時間が一瞬だけ輝いていて焦ってしまった\n'],,,,,,,,,,,['見知らぬ女性とぶつかった「痛いな…」、文句を言ってやる、と顔をあげると素敵な女性がいた\n'],['気持ちのぶつかり合いは\n'],,['詩人は古着屋で買った五年目のぶらうんのこーでゅろいじゃけっとにとても愛着があった\n'],,,,,,,,,,['転がるぺっとぼとる\n'],,['生きることがぼやけたものとしてあるのではなく、\n'],,,,,,,,['立ち止まることなく\n'],,,,,"['君への想いが強まるばかり\n', '想いで強まるばかり\n']",,,,,['お互いを探し求めたから\n'],,,['目覚めたばかりの、\n'],,,,,,,,,,,,,,['女は指輪をはめて何度も「よろしくお願い致します」と男に言ったが男は震えっぱなしで「えっ？」と返すのが精一杯\n'],,,,,,,,['街角であこーすてぃっく・ぎたーを弾かずにぎたーを抱きしめて「ほわいとくりすます」を歌う青年は泣いていた\n'],,,,,
